Brupestre,42.63,-2.75
Brupestre,42.8,-1.65
Brupestre,43.26,-2.38
Brupestre,42.79,-5.07
Brupestre,42.7,-5.07
Brupestre,42.81,-2.38
Brupestre,42.8,-3.97
Brupestre,42.97,-5.08
Brupestre,42.27,-3.12
Brupestre,43.5,-5.47
Brupestre,47.13709,10.75565
Brupestre,45.69971,14.0787
Brupestre,45.79969,13.91205
Brupestre,47.25991,9.54512
Brupestre,42.1,-2.1
Brupestre,48.8,11.3
Brupestre,43.38,-5.96
Brupestre,41.8,-7.07
Brupestre,42.72,-3.36
Brupestre,43.34,-1.76
Brupestre,42.42,0.44
Brupestre,42.9,-2.26
Brupestre,43.35,-3.37
Brupestre,42.79,-4.95
Brupestre,42.63,-3.24
Brupestre,43.51,-7.02
Brupestre,42.42,0.44
Brupestre,43.17,-3.61
Brupestre,42.87,-6.3
Brupestre,48.3932,2.69545
Brupestre,47.0833,11.4166
Brupestre,45.59972,13.91206
Brupestre,45.49973,13.91207
Brupestre,46.19963,13.57872
Brupestre,47.28851,9.57126
Brupestre,42.1,-8.1
Brupestre,42.1,-3.1
Brupestre,42.1,-4.1
Brupestre,47.27071,9.53385
Brupestre,47.08229,10.70146
Brupestre,47.8912,3.24275
Brupestre,47.28193,10.3399
Brupestre,42.89,-1.89
Brupestre,41.72,-1.91
Brupestre,42.97,-5.2
Brupestre,42.27,-3.12
Brupestre,43.42,-4.85
Brupestre,43.34,-1.88
Brupestre,42.79,-4.71
Brupestre,42.79,-4.83
Brupestre,42.63,-3.24
Brupestre,42.63,-3.48
Brupestre,42.8,-1.77
Brupestre,42.09,-2.87
Brupestre,42.36,-3
Brupestre,42.71,-3.85
Brupestre,45.89967,13.57875
Brupestre,45.69971,14.0787
Brupestre,47.7618,3.34321
Brupestre,43.1,-2.1
Brupestre,42.1,-0.1
Brupestre,49.06,10.58
Brupestre,47.76,10.42
Brupestre,43.5,-5.72
Brupestre,43.35,-3.37
Brupestre,42.81,-2.87
Brupestre,42.43,-6.93
Brupestre,42.8,-3.85
Brupestre,42.96,-6.67
Brupestre,41.71,-6.95
Brupestre,43.43,-7.76
Brupestre,42.61,-1.17
Brupestre,42.89,-4.46
Brupestre,42.87,-5.44
Brupestre,42.96,-6.3
Brupestre,42.79,-5.2
Brupestre,43.49,-6.15
Brupestre,41.8,-6.95
Brupestre,42.89,-1.65
Brupestre,42.61,-1.29
Brupestre,46.88683,10.48191
Brupestre,47.27071,9.55355
Brupestre,47.21369,9.64621
Brupestre,48.8,11.5
Brupestre,42.51,0.56
Brupestre,47.76,10.25
Brupestre,42.63,-3.24
Brupestre,42.53,-1.41
Brupestre,42.72,-2.75
Brupestre,42.62,-1.53
Brupestre,43.42,-4.97
Brupestre,42.35,-8.14
Brupestre,42.8,-2.14
Brupestre,42.79,-5.07
Brupestre,42.09,-2.87
Brupestre,43.35,-3.37
Brupestre,43.26,-3.73
Brupestre,47.4718,12.00273
Brupestre,47.51629,12.11241
Brupestre,45.7997,14.07869
Brupestre,45.7997,14.07869
Brupestre,47.30753,9.59718
Brupestre,47.19576,9.72134
Brupestre,48.8,11.2
Brupestre,42.8,-1.89
Brupestre,43.17,-3.61
Brupestre,42.9,-2.26
Brupestre,43.35,-2.75
Brupestre,43.16,-1.76
Brupestre,43.51,-7.02
Brupestre,42.79,-7.28
Brupestre,42.7,-5.19
Brupestre,47.59791,12.07691
Brupestre,42.72,-3.24
Brupestre,47.39758,9.68019
Brupestre,47.17666,9.78647
Brupestre,45.59972,13.91206
Brupestre,47.07948,10.70215
Brupestre,42.72,-3.24
Brupestre,42.09,-3.12
Brupestre,42,-3.12
Brupestre,42.72,-2.75
Brupestre,43.42,-4.97
Brupestre,43.49,-5.84
Brupestre,43.17,-3.61
Brupestre,42.9,-2.51
Brupestre,42.79,-0.92
Brupestre,43.16,-1.89
Brupestre,41.8,-6.83
Brupestre,42.61,-1.04
Brupestre,43.08,-2.63
Brupestre,43.5,-6.64
Brupestre,43.17,-3.61
Brupestre,42.86,-5.81
Brupestre,42.72,-2.75
Brupestre,43.16,-1.89
Brupestre,43.24,-4.97
Brupestre,42.1,-1.1
Brupestre,45.79969,13.91205
Brupestre,47.8,13
Brupestre,48.16,11.58
Brupestre,42.9,-2.51
Brupestre,42.63,-2.75
Brupestre,42.72,-2.51
Brupestre,42.61,-7.04
Brupestre,42.72,-3.24
Brupestre,43.42,-4.97
Brupestre,41.8,-7.07
Brupestre,41.8,-6.95
Brupestre,42.81,-2.26
Brupestre,42.81,-2.26
Brupestre,42.72,-2.51
Brupestre,42.63,-2.63
Brupestre,42.99,-3.24
Brupestre,42.63,-8.87
Brupestre,41.89,-6.95
Brupestre,43.43,-7.76
Brupestre,46.77333,12.77243
Brupestre,47.107,9.654
Brupestre,45.69971,14.0787
Brupestre,45.69971,14.0787
Brupestre,47.21159,9.64901
Brupestre,47.31339,9.60722
Brupestre,43.1,-4.1
Brupestre,42.89,-1.89
Brupestre,42.63,-3.24
Brupestre,42.86,-5.81
Brupestre,42.7,-1.16
Brupestre,42.77,-5.93
Brupestre,42.61,-7.17
Brupestre,42.72,-3.48
Brupestre,42.89,-1.65
Brupestre,42.61,-1.17
Brupestre,42.33,0.45
Brupestre,42.9,-3
Brupestre,42.8,-1.89
Brupestre,42.27,-3
Brupestre,47.16909,10.75987
Brupestre,42.1,-7.1
Brupestre,42.1,-4.1
Brupestre,45.69971,14.0787
Brupestre,45.49973,13.91207
Brupestre,47.4461,9.68602
Brupestre,47.25999,9.54379
Brupestre,47.38531,10.84648
Brupestre,41.89,-6.95
Brupestre,42.61,-1.29
Brupestre,42.99,-3.24
Brupestre,41.81,-7.91
Brupestre,43.17,-3.61
Brupestre,43.43,-7.39
Brupestre,43.42,-4.85
Brupestre,42.7,-5.07
Brupestre,43.34,-7.39
Brupestre,43.14,-6.41
Brupestre,42.63,-2.39
Brupestre,42.63,-3.24
Brupestre,43.43,-7.64
Brupestre,42.7,-1.29
Brupestre,43.35,-2.87
Brupestre,42.98,-2.14
Brupestre,43.1,-4.1
Brupestre,42.1,-0.1
Brupestre,47.22325,10.89072
Brupestre,42.42,0.69
Brupestre,42.43,0.81
Brupestre,42.63,-3.36
Brupestre,42.72,-3.36
Brupestre,43.52,-7.76
Brupestre,43.43,-4.11
Brupestre,43.35,-3.49
Brupestre,43.17,-3.61
Brupestre,42.72,-8.26
Brupestre,43.42,-4.85
Brupestre,42.61,-7.17
Brupestre,43.34,-1.76
Brupestre,43.34,-1.76
Brupestre,42.81,-2.87
Brupestre,43.49,-5.84
Brupestre,47.2459,4.59418
Brupestre,48.46,11.58
Brupestre,45.59972,13.91206
Brupestre,45.59974,14.41199
Brupestre,47.45113,9.71792
Brupestre,47.42351,9.70041
Brupestre,47.40116,9.66828
Brupestre,42.1,-7.1
Brupestre,43.1,-4.1
Brupestre,42.09,-3
Brupestre,43.44,-3.74
Brupestre,42.81,-3
Brupestre,42.88,-1.04
Brupestre,43.35,-2.75
Brupestre,42.9,-2.75
Brupestre,42.86,-5.81
Brupestre,42.8,-4.58
Brupestre,47.08077,10.69822
Brupestre,43.17,-3.49
Brupestre,43.26,-3.61
Brupestre,42.71,-2.02
Brupestre,47.1165,10.80522
Brupestre,45.69971,14.0787
Brupestre,45.79969,13.91205
Brupestre,42.1,-4.1
Brupestre,42.1,-2.1
Brupestre,47.50333,10.72722
Brupestre,42.72,-3.24
Brupestre,42.44,-1.78
Brupestre,43.35,-2.62
Brupestre,43.31,-5.83
Brupestre,42.51,0.68
Brupestre,41.71,-6.95
Brupestre,42.89,-1.77
Brupestre,42.72,-3.24
Brupestre,43.34,-7.88
Brupestre,42.96,-6.3
Brupestre,48.76,10.75
Brupestre,48.26,11.58
Brupestre,44.99986,15.57856
Brupestre,45.69971,14.0787
Brupestre,45.69971,14.0787
Brupestre,47.47075,9.68558
Brupestre,47.27129,9.55948
Brupestre,43.1,-2.1
Brupestre,47.2746,9.5556
Brupestre,46.80168,12.75668
Brupestre,47.40647,10.55919
Brupestre,47.44762,9.70025
Brupestre,45.69971,14.0787
Brupestre,43.34,-4.35
Brupestre,42.72,-3.24
Brupestre,42.89,-1.53
Brupestre,43.17,-3.73
Brupestre,43.34,-1.88
Brupestre,43.25,-1.76
Brupestre,42.87,-6.55
Brupestre,42.42,0.56
Brupestre,41.8,-6.83
Brupestre,42.72,-3.24
Brupestre,43.25,-1.76
Brupestre,42.97,-5.08
Brupestre,43.25,-1.76
Brupestre,42.96,-6.67
Brupestre,47.40895,9.91862
Brupestre,42.89,-1.53
Brupestre,43.43,-7.39
Brupestre,42.89,-1.4
Brupestre,42.72,-3.24
Brupestre,42.09,-3.12
Brupestre,42.7,-1.29
Brupestre,42.61,-1.17
Brupestre,43.35,-3.49
Brupestre,42.72,-2.75
Brupestre,43.51,-7.14
Brupestre,42.97,-5.2
Brupestre,42.42,0.69
Brupestre,42.79,-4.71
Brupestre,42.89,-1.65
Brupestre,42.63,-3.24
Brupestre,42.72,-3.48
Brupestre,51.76,8.42
Brupestre,46.81508,12.74787
Brupestre,47.083,11.466
Brupestre,47.0904,11.43938
Brupestre,42.1,-4.1
Brupestre,42.1,-1.1
Brupestre,47.39733,9.67529
Brupestre,45.69971,14.0787
Brupestre,45.59972,13.91206
Brupestre,45.69971,13.91205
Brupestre,47.30815,9.59605
Brupestre,48.16,11.42
Brupestre,42.62,-3.97
Brupestre,42.71,-2.14
Brupestre,42.96,-6.67
Brupestre,42.09,-3.12
Brupestre,42.09,-3.12
Brupestre,43.34,-4.35
Brupestre,42.72,-3.36
Brupestre,43.34,-7.51
Brupestre,42.77,-5.93
Brupestre,43.35,-3.49
Brupestre,42.63,-2.75
Brupestre,42.89,-4.34
Brupestre,42.27,-3.12
Brupestre,42.27,-3.12
Brupestre,42.97,-5.2
Brupestre,42.96,-6.42
Brupestre,41.8,-7.07
Brupestre,46.79639,12.79578
Brupestre,47.44925,12.02407
Brupestre,47.19493,9.71726
Brupestre,47.32249,9.60908
Brupestre,43.1,-4.1
Brupestre,48.8,11.5
Brupestre,47.56,11.08
Brupestre,41.71,-6.95
Brupestre,42.63,-3.12
Brupestre,43.35,-3.49
Brupestre,42.96,-6.3
Brupestre,42.79,-5.2
Brupestre,47.253,9.687
Brupestre,47.13806,10.93989
Brupestre,41.7,-6.59
Brupestre,42.63,-3.24
Brupestre,42.72,-3.24
Brupestre,43.42,-4.97
Brupestre,43.08,-3.49
Brupestre,43.07,-2.01
Brupestre,45.69971,14.0787
Brupestre,45.69971,14.0787
Brupestre,47.40014,9.68651
Brupestre,47.21502,9.64335
Brupestre,43.34,-1.76
Brupestre,43.17,-3.61
Brupestre,42.87,-6.3
Brupestre,42.99,-2.87
Brupestre,42.08,-2.03
Brupestre,42.97,-5.2
Brupestre,43.34,-4.6
Brupestre,42.51,0.56
Brupestre,42.72,-3.36
Brupestre,42.98,-4.59
Brupestre,43.17,-3.73
Brupestre,43.26,-3.61
Brupestre,42.61,-7.29
Brupestre,47.27767,10.42257
Brupestre,42.52,1.05
Brupestre,42.1,-5.1
Brupestre,43.1,-4.1
Brupestre,42.1,-0.1
Brupestre,45.7997,14.07869
Brupestre,43.06,-5.21
Brupestre,42.52,-7.05
Brupestre,42.52,0.8
Brupestre,42.7,0.8
Brupestre,43.34,-4.6
Brupestre,42.79,-5.07
Brupestre,43.61,-7.63
Brupestre,43.34,-4.48
Brupestre,42.63,-3.24
Brupestre,42.61,-1.29
Brupestre,42.72,-3.36
Brupestre,43.5,-5.47
Brupestre,43.05,-6.29
Brupestre,42.81,-2.26
Brupestre,47.45324,11.63694
Brupestre,47.26869,9.54349
Brupestre,47.083,11.466
Brupestre,53.36,13.92
Brupestre,47.44191,9.72565
Brupestre,45.69971,14.0787
Brupestre,45.69971,14.0787
Brupestre,42.1,-7.1
Brupestre,43.1,-4.1
Brupestre,42.1,-4.1
Brupestre,42.1,-1.1
Brupestre,47.39421,9.68089
Brupestre,43.1,-4.1
Brupestre,47.08294,11.42378
Brupestre,43.06,-4.84
Brupestre,42.99,-2.75
Brupestre,42.96,-0.42
Brupestre,42.43,-6.93
Brupestre,43.49,-6.15
Brupestre,42.7,-0.92
Brupestre,42.33,0.45
Brupestre,43.26,-3.61
Brupestre,43.26,-3.12
Brupestre,42.61,-7.04
Brupestre,47.44791,9.72916
Brupestre,42.89,-1.53
Brupestre,42.87,-6.3
Brupestre,42.63,-2.63
Brupestre,43.34,-4.6
Brupestre,43.25,-1.89
Brupestre,42.27,-3.12
Brupestre,43.08,-3.36
Brupestre,43.33,-4.72
Brupestre,43.16,-1.89
Brupestre,43.16,-1.89
Brupestre,43.25,-2.01
Brupestre,43.24,-7.27
Brupestre,42.72,-3.24
Brupestre,42.33,0.45
Brupestre,42.96,-6.3
Brupestre,42.63,-2.51
Brupestre,43.34,-4.35
Brupestre,45.69971,14.0787
Brupestre,47.29347,9.5942
Brupestre,47.27053,9.55209
Brupestre,42.1,-7.1
Brupestre,42.1,-4.1
Brupestre,48.66,12.58
Brupestre,46.82753,12.75097
Brupestre,47.31039,10.59668
Brupestre,47.22668,10.2973
Brupestre,43.1,-4.1
Brupestre,43.1,-2.1
Brupestre,41.71,-6.95
Brupestre,42.89,-1.77
Brupestre,42.72,-3.48
Brupestre,42.09,-3
Brupestre,43.34,-7.88
Brupestre,42.71,-1.53
Brupestre,42.62,-1.41
Brupestre,43.17,-3.73
Brupestre,42.98,-2.14
Brupestre,43.06,-5.21
Brupestre,42.86,-6.06
Brupestre,43.34,-1.88
Brupestre,43.16,-1.89
Brupestre,42.63,-3.36
Brupestre,42.61,-1.17
Brupestre,48.26,10.75
Brupestre,42.27,-2.75
Brupestre,42.86,-5.81
Brupestre,43.17,-3.12
Brupestre,42.36,-3
Brupestre,42.71,-3.85
Brupestre,45.69971,14.0787
Brupestre,47.25999,9.54379
Brupestre,47.39947,9.68877
Brupestre,47.42632,9.70449
Brupestre,47.26756,11.38949
Brupestre,47.14033,10.59177
Brupestre,46.77472,12.93361
Brupestre,43.26,-2.38
Brupestre,42.9,-3.48
Brupestre,42.54,-2.51
Brupestre,43.26,-3.24
Brupestre,43.17,-3.73
Brupestre,42.8,-2.14
Brupestre,42.71,-1.53
Brupestre,42.33,0.57
Brupestre,42.9,-3
Brupestre,42.9,-2.26
Brupestre,42.72,-3.48
Brupestre,48.76,10.92
Brupestre,47.66,9.58
Brupestre,45.69971,14.0787
Brupestre,45.7997,14.07869
Brupestre,45.69971,14.0787
Brupestre,45.79969,13.91205
Brupestre,43.25,-4.6
Brupestre,43.35,-3.49
Brupestre,43.17,-3.61
Brupestre,42.89,-2.14
Brupestre,42.89,-1.89
Brupestre,43.26,-2.87
Brupestre,43.14,-6.66
Brupestre,43.31,-5.95
Brupestre,42.72,-3.36
Brupestre,43.24,-4.72
Brupestre,42.63,-2.51
Brupestre,43.25,-1.76
Brupestre,48.56,10.92
Brupestre,51.11322,-1.64282
Brupestre,42.72,-3.36
Brupestre,42.72,-3.48
Brupestre,41.82,-2.63
Brupestre,48.8411,2.89246
Brupestre,45.69971,14.0787
Brupestre,45.69971,14.0787
Brupestre,45.59974,14.41199
Brupestre,47.27083,9.55751
Brupestre,47.4748,9.68719
Brupestre,47.40354,9.69137
Brupestre,42.1,-7.1
